DISTRICT,YEAR,monsoon_precip,monsoon_z,drought,mam_T2M,mam_T2M_MAX,mam_T2M_MIN,mam_T2M_RANGE,mam_RH2M,mam_QV2M,mam_PS,mam_WS10M,mam_PRECTOT,djf_T2M,djf_RH2M,djf_PRECTOT,prev_monsoon_precip,prev_monsoon_z,LAT,LON
Darchula,1999,192.23,-1.1195696464108562,1,12.303333333333333,20.36,5.056666666666666,15.306666666666667,24.513333333333332,3.0833333333333335,73.75666666666666,2.856666666666667,18.44,3.6166666666666667,34.663333333333334,15.469999999999999,213.76999999999998,-0.9871405002120724,29.9,80.6
Darchula,2000,433.86,0.3659853487614804,0,11.466666666666667,18.923333333333332,4.793333333333334,14.13,33.03666666666667,4.12,73.75333333333333,2.7266666666666666,89.71,1.7766666666666666,35.90333333333333,28.380000000000003,192.23,-1.1195696464108562,29.9,80.6
Darchula,2001,424.13,0.3061647548657437,0,10.920000000000002,18.02,4.583333333333333,13.433333333333332,38.123333333333335,4.446666666666666,73.82666666666667,2.64,58.63,3.2433333333333336,28.753333333333334,4.32,433.86,0.3659853487614804,29.9,80.6
Darchula,2002,263.43,-0.6818279932375317,0,11.913333333333334,19.183333333333334,5.416666666666667,13.770000000000001,35.60333333333333,4.1433333333333335,73.85333333333334,2.72,28.93,2.1166666666666667,40.82333333333333,70.22999999999999,424.13,0.3061647548657437,29.9,80.6
Darchula,2003,486.63,0.6904183127777208,0,11.030000000000001,18.256666666666664,4.463333333333334,13.793333333333335,36.71666666666667,3.996666666666666,73.86333333333333,2.7100000000000004,14.9,2.32,38.846666666666664,70.53999999999999,263.43,-0.6818279932375317,29.9,80.6
Darchula,2004,493.09000000000003,0.730134760523503,0,12.393333333333333,19.679999999999996,5.8133333333333335,13.87,36.99,4.61,73.86333333333333,2.7099999999999995,109.22999999999999,2.2333333333333334,44.98,37.260000000000005,486.63,0.6904183127777208,29.9,80.6
Darchula,2005,662.5,1.7716770844573915,0,10.346666666666666,17.073333333333334,4.39,12.683333333333332,46.673333333333325,4.906666666666666,73.92,2.5533333333333332,93.69,2.006666666666667,50.666666666666664,66.66,493.09000000000003,0.730134760523503,29.9,80.6
Darchula,2006,519.0,0.889430915491492,0,10.326666666666666,16.916666666666668,4.273333333333333,12.643333333333333,50.589999999999996,5.6066666666666665,73.85666666666667,2.4866666666666664,147.55,3.91,37.13666666666666,7.3,662.5,1.7716770844573915,29.9,80.6
Darchula,2007,703.14,2.0215341179540753,0,10.373333333333333,16.94,4.016666666666667,12.92,53.72,5.863333333333333,73.92666666666666,2.4333333333333336,169.68,2.15,45.723333333333336,109.94,519.0,0.889430915491492,29.9,80.6
Darchula,2008,756.5,2.349594435557005,0,10.82,17.69,4.473333333333334,13.216666666666667,42.026666666666664,4.72,73.82,2.5766666666666667,79.74,1.5066666666666666,44.379999999999995,14.08,703.14,2.0215341179540753,29.9,80.6
Darchula,2009,514.34,0.8607809702135751,0,11.306666666666667,18.49,4.836666666666667,13.653333333333334,38.99,4.523333333333333,73.86,2.6833333333333336,43.71,4.26,41.70333333333333,15.48,756.5,2.349594435557005,29.9,80.6
Darchula,2010,831.5699999999999,2.8111290690362387,0,12.823333333333332,20.180000000000003,6.003333333333333,14.173333333333332,35.056666666666665,4.3933333333333335,73.93333333333334,2.7533333333333334,23.08,2.49,44.24333333333333,32.3,514.34,0.8607809702135751,29.9,80.6
Darchula,2011,853.05,2.943189331819427,0,10.336666666666668,16.933333333333334,4.34,12.596666666666666,50.53333333333333,5.54,73.88666666666666,2.5233333333333334,80.75,1.0733333333333333,53.026666666666664,69.69,831.5699999999999,2.8111290690362387,29.9,80.6
Darchula,2012,541.81,1.0296680939870468,0,10.413333333333334,17.316666666666666,3.94,13.376666666666665,42.79,4.56,73.82333333333334,2.563333333333333,45.35,0.6466666666666666,54.32333333333333,48.87,853.05,2.943189331819427,29.9,80.6
Darchula,2013,830.38,2.8038128812935947,0,11.15,17.593333333333334,5.183333333333334,12.406666666666666,50.6,5.52,73.85333333333334,2.606666666666667,30.3,1.3566666666666667,60.48,188.14999999999998,541.81,1.0296680939870468,29.9,80.6
Darchula,2014,492.41999999999996,0.7260155623826862,0,10.063333333333334,16.356666666666666,4.16,12.203333333333333,54.49333333333333,5.626666666666666,73.93666666666667,2.516666666666667,85.38,1.6199999999999999,59.96,102.19,830.38,2.8038128812935947,29.9,80.6
Darchula,2015,408.12,0.2077343634710117,0,9.78,15.37,4.333333333333333,11.036666666666667,63.53666666666667,6.376666666666666,73.96333333333332,2.3000000000000003,227.43,2.06,56.31999999999999,137.49,492.41999999999996,0.7260155623826862,29.9,80.6
Darchula,2016,473.22,0.6079728693921271,0,11.933333333333332,18.486666666666668,6.18,12.306666666666667,47.84666666666667,5.676666666666667,73.92,2.5833333333333335,109.21,3.23,41.123333333333335,29.68,408.12,0.2077343634710117,29.9,80.6
Darchula,2017,572.4399999999999,1.2179830776485485,0,11.1,17.713333333333335,5.12,12.590000000000002,48.550000000000004,5.583333333333333,73.86,2.5566666666666666,156.5,4.25,41.45666666666667,26.519999999999996,473.22,0.6079728693921271,29.9,80.6
Darchula,2018,18.77,-2.186011600897441,1,11.476666666666667,18.25,5.31,12.94,46.11333333333334,5.31,73.89999999999999,2.6566666666666667,4.16,4.02,39.78666666666667,7.11,572.4399999999999,1.2179830776485485,29.9,80.6
Darchula,2019,15.649999999999999,-2.2051935385084067,1,10.020000000000001,16.75,3.41,13.343333333333334,53.57,5.5,73.92333333333333,2.4899999999999998,2.8899999999999997,0.84,60.906666666666666,5.390000000000001,18.77,-2.186011600897441,29.9,80.6
Dhading,1982,592.95,0.023774360262111292,0,18.2,24.983333333333334,12.186666666666667,12.799999999999999,39.830000000000005,6.153333333333333,83.87333333333333,2.5666666666666664,77.18,9.166666666666666,45.45666666666667,90.02,812.07,1.09926163013024,27.7,85.2
Dhading,1983,375.6,-1.0430253755257575,1,18.23,25.263333333333332,12.086666666666668,13.18,32.35666666666666,5.2299999999999995,83.83333333333333,2.7133333333333334,66.35,8.883333333333333,34.45666666666667,5.21,592.95,0.023774360262111292,27.7,85.2
Dhading,1984,739.64,0.7437598824278459,0,19.996666666666666,27.383333333333336,13.5,13.886666666666668,28.236666666666668,5.116666666666666,83.73333333333333,2.7566666666666664,54.07,9.223333333333334,31.95,24.64,375.6,-1.0430253755257575,27.7,85.2
Dhading,1985,691.3299999999999,0.506644192361538,0,20.076666666666668,27.51,13.283333333333333,14.223333333333334,25.790000000000003,4.656666666666667,83.70333333333333,2.796666666666667,33.35,9.483333333333333,35.77666666666667,20.8,739.64,0.7437598824278459,27.7,85.2
Dhading,1986,519.44,-0.3370282556926447,0,18.463333333333335,25.633333333333336,11.94,13.69,31.320000000000004,5.013333333333333,83.80666666666667,2.7266666666666666,52.150000000000006,9.766666666666667,46.17666666666667,18.61,691.3299999999999,0.506644192361538,27.7,85.2
Dhading,1987,634.3299999999999,0.22687614570909487,0,18.849999999999998,26.05666666666667,12.463333333333333,13.593333333333334,28.986666666666668,4.613333333333333,83.91666666666667,2.69,35.55,10.093333333333334,35.10666666666666,40.910000000000004,519.44,-0.3370282556926447,27.7,85.2
Dhading,1988,653.13,0.31915051899095365,0,19.183333333333334,26.27,12.803333333333333,13.466666666666667,35.25666666666667,5.94,83.79666666666667,2.61,148.18,10.88,37.92666666666667,5.48,634.3299999999999,0.22687614570909487,27.7,85.2
Dhading,1989,437.15999999999997,-0.7408758851411192,0,19.22666666666667,26.656666666666666,12.700000000000001,13.956666666666665,27.323333333333334,4.673333333333333,83.74333333333334,2.763333333333333,72.36,9.463333333333333,38.36333333333334,56.1,653.13,0.31915051899095365,27.7,85.2
Dhading,1990,712.16,0.6088822346732995,0,18.72,25.60666666666667,12.493333333333334,13.106666666666667,32.76,5.473333333333334,83.80666666666667,2.67,30.0,10.373333333333333,34.0,23.48,437.15999999999997,-0.7408758851411192,27.7,85.2
Dhading,1991,379.88,-1.0220182309701005,1,19.823333333333334,27.34,12.993333333333332,14.343333333333334,24.69666666666667,4.3133333333333335,83.87333333333333,2.733333333333333,37.96,10.466666666666667,35.016666666666666,4.41,712.16,0.6088822346732995,27.7,85.2
Dhading,1992,389.98,-0.9724452963878254,1,19.62333333333333,27.173333333333332,13.026666666666666,14.15,24.72,4.27,83.83666666666666,2.953333333333333,22.69,9.17,36.06333333333333,25.55,379.88,-1.0220182309701005,27.7,85.2
Dhading,1993,415.32,-0.8480712209111079,1,18.14,25.263333333333335,11.87,13.393333333333333,33.78333333333333,5.416666666666667,83.89999999999999,2.6799999999999997,110.94,9.936666666666666,35.72666666666667,12.02,389.98,-0.9724452963878254,27.7,85.2
Dhading,1994,382.28999999999996,-1.0101894416291817,1,19.653333333333332,27.176666666666666,12.973333333333334,14.200000000000001,25.99666666666667,4.666666666666667,83.86,2.7899999999999996,26.81,10.473333333333334,31.419999999999998,18.38,415.32,-0.8480712209111079,27.7,85.2
Dhading,1995,520.2,-0.3332980150706122,0,19.84,27.323333333333334,13.170000000000002,14.156666666666666,24.50666666666667,4.44,83.86333333333333,2.8800000000000003,18.700000000000003,9.39,31.00333333333333,12.91,382.28999999999996,-1.0101894416291817,27.7,85.2
Dhading,1996,500.85999999999996,-0.4282228224786521,0,19.819999999999997,27.209999999999997,13.11,14.1,28.426666666666666,4.953333333333333,83.77333333333333,2.8033333333333332,46.16,9.626666666666667,39.63666666666666,53.68,520.2,-0.3332980150706122,27.7,85.2
Dhading,1997,389.77,-0.9734760207702293,1,18.290000000000003,25.426666666666666,11.916666666666666,13.51,29.843333333333334,4.726666666666667,83.91333333333334,2.686666666666667,48.2,9.256666666666666,28.55333333333333,5.56,500.85999999999996,-0.4282228224786521,27.7,85.2
Dhading,1998,509.23,-0.3871410935228457,0,18.903333333333332,25.99,12.743333333333334,13.243333333333332,34.65333333333333,5.88,83.93666666666667,2.6566666666666667,58.95,9.51,36.22666666666667,21.45,389.77,-0.9734760207702293,27.7,85.2
Dhading,1999,348.65999999999997,-1.175252589154123,1,20.29,27.883333333333336,13.75,14.133333333333333,24.099999999999998,4.516666666666667,83.68333333333334,2.7900000000000005,45.28,11.443333333333333,29.013333333333335,3.05,509.23,-0.3871410935228457,27.7,85.2
Dhading,2000,593.65,0.02721010820345675,0,19.21666666666667,26.19666666666667,13.076666666666668,13.12,30.820000000000004,5.56,83.74333333333334,2.6533333333333333,67.04,9.676666666666668,31.206666666666667,2.2600000000000002,348.65999999999997,-1.175252589154123,27.7,85.2
Dhading,2001,508.52000000000004,-0.39062592357763914,0,19.313333333333333,26.333333333333332,13.17,13.159999999999998,32.163333333333334,5.776666666666666,83.82666666666667,2.6933333333333334,53.55,10.49,28.703333333333333,0.46,593.65,0.02721010820345675,27.7,85.2
Dhading,2002,332.7,-1.253587642216807,1,19.123333333333335,25.95,13.236666666666666,12.706666666666669,38.53666666666667,6.553333333333334,83.84333333333332,2.6166666666666667,89.9,10.16,37.29333333333333,22.549999999999997,508.52000000000004,-0.39062592357763914,27.7,85.2
Dhading,2003,371.86,-1.0613820859552336,1,18.923333333333332,25.993333333333336,12.58,13.413333333333334,32.473333333333336,5.283333333333333,83.89,2.6133333333333333,17.86,9.786666666666667,38.20333333333333,60.07,332.7,-1.253587642216807,27.7,85.2
Dhading,2004,861.0,1.3394204112303107,0,19.25,25.796666666666667,13.563333333333333,12.233333333333334,41.379999999999995,7.0,83.82666666666667,2.44,267.77,9.816666666666668,41.38,34.67,371.86,-1.0613820859552336,27.7,85.2
Dhading,2005,783.72,0.9601138385057354,0,18.576666666666668,25.343333333333334,12.473333333333334,12.866666666666667,38.20333333333334,6.036666666666666,83.95,2.5,73.28999999999999,9.646666666666667,52.836666666666666,63.01,861.0,1.3394204112303107,27.7,85.2
Dhading,2006,871.51,1.3910057124639454,0,18.456666666666667,24.939999999999998,12.816666666666668,12.12,43.01666666666667,7.096666666666667,83.89,2.4299999999999997,172.5,11.373333333333335,38.88666666666666,0.04,783.72,0.9601138385057354,27.7,85.2
Dhading,2007,930.39,1.6800011964445745,0,18.516666666666666,24.78333333333333,12.883333333333333,11.896666666666667,47.75333333333333,7.726666666666667,83.92333333333333,2.3333333333333335,142.99,9.373333333333333,49.593333333333334,103.8,871.51,1.3910057124639454,27.7,85.2
Dhading,2008,1113.82,2.5803144034175154,0,18.66,25.353333333333335,12.633333333333333,12.716666666666667,40.06666666666667,6.543333333333333,83.82666666666667,2.5033333333333334,158.5,9.253333333333332,43.82,15.489999999999998,930.39,1.6800011964445745,27.7,85.2
Dhading,2009,683.91,0.4702252641832728,0,19.05666666666667,25.87,13.083333333333334,12.786666666666667,36.42666666666667,6.173333333333335,83.86333333333333,2.5233333333333334,128.48,11.44,47.330000000000005,1.51,1113.82,2.5803144034175154,27.7,85.2
Dhading,2010,885.97,1.4619784485094602,0,20.53,27.483333333333334,14.376666666666667,13.11,33.18333333333333,6.1000000000000005,83.86666666666667,2.6766666666666663,62.91,10.28,39.723333333333336,14.35,683.91,0.4702252641832728,27.7,85.2
Dhading,2011,891.25,1.4878938044098968,0,18.23,24.659999999999997,12.526666666666666,12.136666666666668,43.81,7.133333333333333,83.89999999999999,2.4599999999999995,172.44,9.306666666666667,46.52333333333333,15.850000000000001,885.97,1.4619784485094602,27.7,85.2
Dhading,2012,914.28,1.6009299116801734,0,19.14,26.11,12.753333333333332,13.353333333333333,32.70666666666667,5.483333333333333,83.81333333333333,2.7133333333333334,40.61,9.303333333333333,47.95666666666667,20.130000000000003,891.25,1.4878938044098968,27.7,85.2
Dhading,2013,1043.96,2.2374267588712056,0,18.62333333333333,25.30666666666667,12.806666666666667,12.503333333333332,41.85,6.706666666666667,83.83333333333333,2.6133333333333333,166.11,8.966666666666667,45.11666666666667,53.09,914.28,1.6009299116801734,27.7,85.2
Dhading,2014,1084.29,2.435374922406171,0,18.71,25.233333333333334,12.94,12.293333333333331,41.36000000000001,6.663333333333333,83.95666666666666,2.5500000000000003,167.82999999999998,9.41,57.86000000000001,27.259999999999998,1043.96,2.2374267588712056,27.7,85.2
Dhading,2015,992.93,1.986960733947097,0,18.176666666666666,24.113333333333333,12.853333333333333,11.256666666666666,50.56333333333333,7.846666666666667,84.0,2.3533333333333335,212.93,10.076666666666666,52.72,38.46,1084.29,2.435374922406171,27.7,85.2
Dhading,2016,988.39,1.9646774544417973,0,19.94333333333333,26.633333333333336,14.343333333333334,12.280000000000001,38.35,6.6933333333333325,83.88666666666667,2.6533333333333333,136.98,10.166666666666666,45.129999999999995,12.93,992.93,1.986960733947097,27.7,85.2
Dhading,2017,858.71,1.3281806072507654,0,18.400000000000002,24.7,12.956666666666665,11.746666666666668,46.99333333333334,7.696666666666666,83.87333333333333,2.3866666666666667,255.0,11.336666666666666,46.410000000000004,9.549999999999999,988.39,1.9646774544417973,27.7,85.2
Dhading,2018,24.950000000000003,-2.764089683572761,1,18.263333333333335,24.436666666666667,12.83,11.606666666666667,48.95666666666667,7.866666666666667,83.91333333333334,2.44,8.21,10.979999999999999,41.79,0.18,858.71,1.3281806072507654,27.7,85.2
Dhading,2019,32.05,-2.729241383024825,1,18.463333333333335,24.939999999999998,12.796666666666667,12.143333333333333,45.24666666666667,7.263333333333333,83.93,2.46,6.119999999999999,9.586666666666666,49.24,2.73,24.950000000000003,-2.764089683572761,27.7,85.2
Dhankuta,1982,603.22,0.08456340863827931,0,16.093333333333334,22.55,10.44,12.11,48.47,6.81,81.90666666666668,2.61,148.17,7.986666666666667,51.69333333333333,66.9,875.35,1.8853539625909244,27.0,87.3
Dhankuta,1983,607.4,0.11222410211390481,0,16.083333333333332,23.01,10.106666666666667,12.906666666666666,39.346666666666664,5.7299999999999995,81.86333333333333,2.7866666666666666,115.55,7.293333333333333,38.71333333333333,1.76,603.22,0.08456340863827931,27.0,87.3
Dhankuta,1984,728.88,0.916104734510801,0,17.503333333333334,24.583333333333332,11.42,13.163333333333334,38.25333333333333,6.109999999999999,81.8,2.793333333333333,117.43,7.45,39.166666666666664,37.51,607.4,0.11222410211390481,27.0,87.3
Dhankuta,1985,674.0699999999999,0.5534055456593528,0,17.703333333333333,24.823333333333334,11.406666666666666,13.416666666666666,36.11,5.81,81.76666666666667,2.7733333333333334,77.87,7.963333333333334,41.31666666666667,9.309999999999999,728.88,0.916104734510801,27.0,87.3
Dhankuta,1986,622.97,0.21525687661521953,0,16.436666666666664,23.453333333333333,10.183333333333332,13.270000000000001,38.32666666666666,5.596666666666667,81.84666666666666,2.8033333333333332,82.75,8.5,50.38666666666666,22.040000000000003,674.0699999999999,0.5534055456593528,27.0,87.3
Dhankuta,1987,814.65,1.4836783420238218,0,16.513333333333332,23.473333333333333,10.403333333333334,13.07,38.15,5.476666666666667,81.97000000000001,2.706666666666667,95.75,8.726666666666667,43.303333333333335,25.490000000000002,622.97,0.21525687661521953,27.0,87.3
Dhankuta,1988,693.6700000000001,0.6831064050187476,0,17.123333333333335,24.106666666666666,11.113333333333335,12.993333333333334,42.21333333333333,6.5,81.84666666666666,2.6633333333333336,107.97,9.496666666666668,46.06333333333333,8.79,814.65,1.4836783420238218,27.0,87.3
Dhankuta,1989,660.12,0.4610929442275398,0,17.099999999999998,24.346666666666668,10.826666666666668,13.516666666666666,33.839999999999996,5.22,81.78333333333333,2.85,113.15,8.25,41.77333333333333,50.56,693.6700000000001,0.6831064050187476,27.0,87.3
Dhankuta,1990,534.8299999999999,-0.36799994705503486,0,16.33666666666667,22.96666666666667,10.479999999999999,12.486666666666666,42.653333333333336,6.396666666666667,81.86333333333333,2.6833333333333336,65.67,8.76,39.72666666666667,9.42,660.12,0.4610929442275398,27.0,87.3
Dhankuta,1991,634.31,0.2902980881017254,0,17.69,25.03,11.036666666666667,13.996666666666668,31.560000000000002,5.036666666666666,81.92999999999999,2.866666666666667,29.11,9.026666666666666,38.36,6.72,534.8299999999999,-0.36799994705503486,27.0,87.3
Dhankuta,1992,515.38,-0.49670819779688186,0,17.23,24.75,10.763333333333334,13.986666666666666,32.95333333333333,5.053333333333334,81.86666666666667,2.986666666666667,64.42,7.596666666666667,43.05666666666667,12.23,634.31,0.2902980881017254,27.0,87.3
Dhankuta,1993,364.67,-1.4940151627996494,1,16.273333333333333,23.123333333333335,10.286666666666667,12.839999999999998,40.97666666666667,6.083333333333333,81.93666666666667,2.7566666666666664,97.71000000000001,8.496666666666668,38.52333333333333,17.67,515.38,-0.49670819779688186,27.0,87.3
Dhankuta,1994,339.85,-1.6582588020496571,1,17.56,24.810000000000002,11.229999999999999,13.583333333333334,32.82,5.283333333333333,81.91333333333334,2.813333333333334,45.19,9.143333333333333,35.99666666666667,20.77,364.67,-1.4940151627996494,27.0,87.3
Dhankuta,1995,445.01,-0.9623739872418076,1,17.763333333333332,25.19333333333333,11.166666666666666,14.023333333333333,30.05666666666667,4.983333333333333,81.89999999999999,2.903333333333333,50.93,8.043333333333333,32.28333333333333,9.41,339.85,-1.6582588020496571,27.0,87.3
Dhankuta,1996,443.13,-0.9748146819150556,1,17.849999999999998,25.083333333333332,11.37,13.71,33.74333333333333,5.43,81.82,2.893333333333333,42.1,8.113333333333333,45.419999999999995,38.59,445.01,-0.9623739872418076,27.0,87.3
Dhankuta,1997,459.09,-0.8692011250081207,1,16.13,23.040000000000003,9.996666666666668,13.04,37.29,5.336666666666666,81.95,2.75,83.97,7.896666666666666,31.30666666666667,6.15,443.13,-0.9748146819150556,27.0,87.3
Dhankuta,1998,485.39,-0.6951637473983218,0,16.69,23.486666666666668,10.913333333333334,12.576666666666666,44.826666666666675,6.88,81.97666666666667,2.72,102.7,8.12,40.60666666666666,20.07,459.09,-0.8692011250081207,27.0,87.3
Dhankuta,1999,411.99,-1.1808802309176842,1,18.133333333333333,25.456666666666667,11.836666666666668,13.62,33.4,5.656666666666666,81.74333333333334,2.81,75.28,10.143333333333333,34.88,9.83,485.39,-0.6951637473983218,27.0,87.3
Dhankuta,2000,448.9,-0.9366323370934382,1,16.796666666666667,23.513333333333332,11.12,12.393333333333333,41.123333333333335,6.543333333333334,81.80666666666667,2.706666666666667,91.45,8.07,38.22333333333333,4.27,411.99,-1.1808802309176842,27.0,87.3
Dhankuta,2001,461.07,-0.8560986912565084,1,17.18,24.03333333333333,11.386666666666665,12.643333333333333,39.15,6.3,81.88,2.6966666666666668,73.72999999999999,9.026666666666667,32.699999999999996,1.95,448.9,-0.9366323370934382,27.0,87.3
Dhankuta,2002,407.11,-1.2131730979418598,1,16.763333333333335,23.186666666666667,11.433333333333332,11.753333333333332,49.64333333333334,7.496666666666667,81.91333333333333,2.6,123.18,8.863333333333333,44.160000000000004,13.04,461.07,-0.8560986912565084,27.0,87.3
Dhankuta,2003,497.89,-0.61244636260279,0,16.76,23.47666666666667,10.946666666666667,12.533333333333333,43.13333333333333,6.4433333333333325,81.94333333333333,2.67,51.39,8.576666666666666,42.586666666666666,35.44,407.11,-1.2131730979418598,27.0,87.3
Dhankuta,2004,800.87,1.3924906970252278,0,17.55,24.05333333333333,12.026666666666666,12.023333333333333,47.14666666666667,7.38,81.88333333333333,2.6166666666666667,132.26999999999998,8.313333333333334,50.49666666666667,29.06,497.89,-0.61244636260279,27.0,87.3
Dhankuta,2005,719.59,0.854629174130762,0,16.61,23.173333333333332,10.843333333333334,12.333333333333334,47.21333333333333,6.903333333333333,81.99666666666667,2.6,137.36,8.646666666666667,56.27666666666667,19.509999999999998,800.87,1.3924906970252278,27.0,87.3
Dhankuta,2006,751.9200000000001,1.0685694181659258,0,16.896666666666665,23.346666666666668,11.343333333333334,12.006666666666666,46.553333333333335,7.170000000000001,81.93666666666667,2.5933333333333333,99.58,10.02,43.580000000000005,0.02,719.59,0.854629174130762,27.0,87.3
Dhankuta,2007,804.43,1.4160486082149948,0,17.006666666666664,23.376666666666665,11.583333333333334,11.793333333333331,51.0,7.766666666666667,81.97000000000001,2.486666666666667,167.62,8.216666666666667,54.35666666666666,33.47,751.9200000000001,1.0685694181659258,27.0,87.3
Dhankuta,2008,748.93,1.0487834197228336,0,16.743333333333332,23.153333333333336,11.193333333333333,11.956666666666669,49.06,7.316666666666666,81.88333333333334,2.55,116.99000000000001,7.716666666666666,51.49,20.28,804.43,1.4160486082149948,27.0,87.3
Dhankuta,2009,568.1,-0.14783935568324683,0,17.12333333333333,23.823333333333334,11.383333333333335,12.44,43.19333333333333,6.69,81.91333333333334,2.6466666666666665,162.17999999999998,10.223333333333334,50.656666666666666,0.99,748.93,1.0487834197228336,27.0,87.3
Dhankuta,2010,956.26,2.420767050895442,0,18.116666666666664,24.883333333333336,12.356666666666667,12.526666666666666,42.6,6.916666666666667,81.92666666666666,2.6933333333333334,155.52,8.799999999999999,44.879999999999995,4.62,568.1,-0.14783935568324683,27.0,87.3
Dhankuta,2011,975.28,2.5466298236003233,0,16.283333333333335,22.49,10.923333333333332,11.566666666666668,51.68333333333334,7.626666666666666,81.95,2.483333333333333,147.81,7.763333333333333,53.48666666666667,16.48,956.26,2.420767050895442,27.0,87.3
Dhankuta,2012,752.57,1.0728707221752931,0,16.906666666666666,23.603333333333335,10.973333333333334,12.633333333333333,42.69333333333333,6.483333333333333,81.85000000000001,2.6999999999999997,109.02000000000001,7.756666666666667,56.576666666666675,14.8,975.28,2.5466298236003233,27.0,87.3
Dhankuta,2013,853.02,1.7375876263921861,0,16.95,23.69666666666667,11.326666666666668,12.37,45.656666666666666,6.833333333333333,81.86333333333333,2.6533333333333333,194.24,8.586666666666666,40.06,36.589999999999996,752.57,1.0728707221752931,27.0,87.3
Dhankuta,2014,738.89,0.9823448162550628,0,16.929999999999996,23.453333333333333,11.266666666666666,12.186666666666667,44.48333333333333,6.626666666666666,81.99333333333333,2.653333333333333,175.5,8.306666666666667,58.82333333333333,11.0,853.02,1.7375876263921861,27.0,87.3
Dhankuta,2015,873.05,1.8701339637885461,0,16.56,22.396666666666665,11.573333333333332,10.826666666666668,55.74666666666667,8.19,82.02999999999999,2.4899999999999998,247.95999999999998,9.526666666666666,50.916666666666664,14.94,738.89,0.9823448162550628,27.0,87.3
Dhankuta,2016,968.47,2.501565392363718,0,17.87333333333333,24.113333333333333,12.726666666666667,11.39,46.72666666666667,7.383333333333333,81.92,2.7266666666666666,213.02,8.723333333333334,53.083333333333336,15.49,873.05,1.8701339637885461,27.0,87.3
Dhankuta,2017,813.64,1.4769947773323429,0,16.516666666666666,22.45,11.42,11.030000000000001,55.373333333333335,8.236666666666666,81.92,2.563333333333333,221.42,9.996666666666668,55.34666666666667,3.62,968.47,2.501565392363718,27.0,87.3
Dhankuta,2018,24.27,-3.7465749855515713,1,16.143333333333334,21.886666666666667,11.280000000000001,10.61,57.74333333333333,8.333333333333334,81.97333333333334,2.48,6.8100000000000005,9.453333333333333,51.45666666666667,0.13,813.64,1.4769947773323429,27.0,87.3
Dhankuta,2019,30.4,-3.7060103800478426,1,16.400000000000002,22.666666666666668,11.013333333333334,11.653333333333334,52.40333333333333,7.696666666666666,81.96666666666667,2.5433333333333334,6.24,8.383333333333333,54.910000000000004,1.25,24.27,-3.7465749855515713,27.0,87.3
Dhanusa,1982,691.32,-0.43611190838551855,0,27.900000000000002,35.61666666666667,20.733333333333334,14.876666666666665,33.449999999999996,7.863333333333333,97.82,2.8833333333333333,141.86,16.983333333333334,44.99,75.05,1026.9099999999999,1.0293158350363152,26.7,85.9
Dhanusa,1983,510.03,-1.227754673679313,1,28.47666666666667,36.35666666666666,21.0,15.353333333333333,23.8,6.136666666666667,97.78000000000002,3.393333333333333,41.19,16.976666666666667,30.496666666666666,4.76,691.32,-0.43611190838551855,26.7,85.9
Dhanusa,1984,967.8299999999999,0.7713299859902712,0,29.71666666666667,38.02333333333333,22.096666666666664,15.93,23.073333333333334,6.406666666666666,97.58666666666666,3.3833333333333333,55.44,16.72,31.95,40.52,510.03,-1.227754673679313,26.7,85.9
Dhanusa,1985,1036.51,1.0712363521460317,0,30.036666666666665,38.32333333333333,22.183333333333334,16.136666666666667,20.526666666666667,5.8999999999999995,97.54,3.3266666666666667,34.82,17.03,33.03333333333333,15.27,967.8299999999999,0.7713299859902712,26.7,85.9
Dhanusa,1986,802.09,0.04758972497315302,0,28.5,36.50333333333333,20.91,15.593333333333334,25.843333333333334,6.503333333333333,97.73,3.133333333333333,79.05,16.62333333333333,50.43,21.82,1036.51,1.0712363521460317,26.7,85.9
Dhanusa,1987,1091.12,1.309702960412864,0,28.903333333333332,36.86,21.3,15.563333333333333,23.48,5.87,97.85666666666667,3.0400000000000005,55.0,17.983333333333334,36.45666666666667,33.58,802.09,0.04758972497315302,26.7,85.9
Dhanusa,1988,889.92,0.43111878932173203,0,28.669999999999998,36.77,21.233333333333334,15.536666666666667,29.80666666666667,7.656666666666666,97.67999999999999,2.98,130.8,17.463333333333335,41.56666666666667,9.120000000000001,1091.12,1.309702960412864,26.7,85.9
Dhanusa,1989,595.0699999999999,-0.8564087596157451,1,29.006666666666664,37.46,21.22,16.236666666666665,21.246666666666666,5.623333333333334,97.62666666666667,3.72,62.849999999999994,16.923333333333336,36.303333333333335,52.08,889.92,0.43111878932173203,26.7,85.9
Dhanusa,1990,890.97,0.4357038458806075,0,28.963333333333335,36.53666666666667,21.733333333333334,14.799999999999999,25.05666666666667,6.723333333333334,97.73666666666668,3.0033333333333334,29.73,17.97,30.959999999999997,30.779999999999998,595.0699999999999,-0.8564087596157451,26.7,85.9
Dhanusa,1991,573.1,-0.9523456097095429,1,30.25,38.54,22.473333333333333,16.066666666666666,18.603333333333335,5.3,97.74666666666667,3.16,21.97,18.569999999999997,31.05333333333333,7.04,890.97,0.4357038458806075,26.7,85.9
